x,y,label
18.73557,-9.07395,1.00000
3.58060,-17.66976,1.00000
21.11906,-1.19282,1.00000
11.18249,13.69345,0.00000
3.93691,10.74221,1.00000
6.46174,8.45367,1.00000
9.99955,-7.28636,0.00000
-2.27874,-2.39309,1.00000
-0.18246,-12.68650,0.00000
1.55272,-13.45010,0.00000
16.14841,6.46067,0.00000
-7.06380,3.90458,0.00000
-11.75848,-13.96523,1.00000
18.39416,-8.22463,1.00000
-1.25056,-12.65151,0.00000
-11.44796,16.08885,0.00000
-20.78445,2.34655,0.00000
16.72885,-11.77253,1.00000
11.95783,-6.39460,0.00000
18.02346,-11.85925,1.00000
2.80864,12.68555,1.00000
16.03502,-12.32571,1.00000
-0.66625,-5.74115,1.00000
-1.57925,18.38816,0.00000
18.14298,-8.71778,1.00000
-4.70994,19.80304,0.00000
-9.30194,17.30376,0.00000
-10.57030,-3.00308,0.00000
-16.01719,12.89405,0.00000
-4.00967,11.89135,1.00000
3.89237,-12.76020,0.00000
-10.59559,7.66540,1.00000
7.22921,17.49663,0.00000
-9.92779,17.10159,0.00000
-5.07914,-17.56493,1.00000
14.92696,7.38588,0.00000
20.70864,-4.22413,1.00000
12.44044,-16.84383,1.00000
-14.29157,6.22761,1.00000
6.36591,9.56990,1.00000
10.62790,13.69110,0.00000
3.88980,-13.15352,0.00000
11.89016,12.56433,0.00000
7.07915,7.44915,1.00000
10.08081,-8.39718,0.00000
4.87322,16.79514,0.00000
21.05955,-5.33794,1.00000
20.32513,-4.62047,1.00000
-6.52478,-16.46779,1.00000
12.20794,-3.37582,0.00000
0.82323,-20.18616,1.00000
3.09453,11.24346,1.00000
-11.90715,7.56673,1.00000
-2.56894,19.04900,0.00000
-8.99821,2.55446,0.00000
-19.31411,7.86720,0.00000
7.56753,-5.93320,1.00000
-0.12850,-18.76089,1.00000
20.96512,-2.72599,1.00000
21.01437,-2.63304,1.00000
6.82780,-3.86716,1.00000
-18.72733,10.92749,0.00000
2.72805,-12.15086,0.00000
20.60479,-2.49694,1.00000
-7.50266,-15.80816,1.00000
-8.73271,11.98796,1.00000
1.89517,20.27842,0.00000
-3.60505,18.73742,0.00000
-12.19145,17.96459,0.00000
-7.02125,-17.67428,1.00000
-9.14907,10.52036,1.00000
-10.82568,-3.95082,0.00000
11.53080,-15.64813,1.00000
4.14531,-13.05255,0.00000
-2.89982,-13.19200,0.00000
-11.35920,-12.87146,1.00000
2.13695,5.29278,0.00000
-5.15553,12.55051,1.00000
1.69880,5.73110,0.00000
-2.17501,-11.83554,0.00000
-0.39030,17.59988,0.00000
8.40035,-8.84243,0.00000
-2.89142,11.80820,1.00000
2.47420,-11.31019,0.00000
15.30532,-12.64924,1.00000
8.40380,-11.11018,0.00000
8.99011,0.05770,1.00000
9.78654,13.73441,0.00000
-2.14960,-17.45873,1.00000
20.25913,-0.74659,1.00000
-19.15665,7.36071,0.00000
21.51007,-3.19548,1.00000
11.53732,13.19640,0.00000
16.97966,-10.07481,1.00000
-0.87798,-4.97219,1.00000
20.96682,-6.08172,1.00000
7.59030,-2.79407,1.00000
-16.05992,0.21776,1.00000
-15.09693,4.95017,1.00000
15.67574,-14.18274,1.00000
8.35740,16.77414,0.00000
-16.97639,1.23030,1.00000
7.34379,-5.12337,1.00000
-11.64799,14.88063,0.00000
-1.77349,-5.94948,1.00000
14.59329,-4.23637,0.00000
9.64987,1.67041,1.00000
6.86487,-1.89665,1.00000
1.74918,17.48865,0.00000
-10.13610,-15.09391,1.00000
2.90978,18.48426,0.00000
-21.30100,4.73386,0.00000
1.53310,-12.73915,0.00000
-15.91668,-1.92292,1.00000
0.90633,-20.37433,1.00000
-4.76981,-9.84424,0.00000
-9.95561,-13.12355,1.00000
2.64623,18.48399,0.00000
-17.79917,13.85263,0.00000
3.82782,-18.44315,1.00000
-18.27094,9.37218,0.00000
15.26366,-2.16381,0.00000
-14.55357,13.53685,0.00000
13.40794,10.43242,0.00000
9.24631,15.91621,0.00000
-17.99032,10.63210,0.00000
-6.88613,13.33171,1.00000
-6.95807,11.76064,1.00000
-19.66917,8.59717,0.00000
-9.89435,16.63177,0.00000
-5.23071,13.64673,1.00000
-9.18044,1.34913,0.00000
-1.32799,-5.99597,1.00000
-21.24418,5.75046,0.00000
0.67424,-19.19923,1.00000
9.33024,-10.17990,0.00000
15.53483,-2.03594,0.00000
10.31503,2.52695,1.00000
4.37068,-11.86252,0.00000
-20.57047,5.76119,0.00000
-9.93431,16.62944,0.00000
-7.76749,-17.17976,1.00000
-10.48882,-3.13009,0.00000
-15.59610,-5.46509,1.00000
-15.45785,13.92654,0.00000
-8.37798,-6.80323,0.00000
-15.52428,1.42401,1.00000
8.19567,6.55191,1.00000
7.08942,8.35622,1.00000
-12.43870,7.81619,1.00000
-8.25504,-8.23127,0.00000
15.55257,-0.19042,0.00000
-9.62326,-14.55818,1.00000
5.58287,-6.20332,1.00000
-0.88787,-18.21204,1.00000
-9.48573,17.98423,0.00000
-3.77856,11.14038,1.00000
-2.84202,18.06885,0.00000
-10.39614,17.65247,0.00000
3.69854,18.14563,0.00000
21.86791,-4.64320,1.00000
12.79247,-7.39997,0.00000
4.85134,-12.67588,0.00000
12.99291,-8.36839,0.00000
-17.51216,12.21150,0.00000
8.24080,-16.89255,1.00000
-2.35530,-19.06356,1.00000
1.01641,17.56647,0.00000
18.43312,-9.68150,1.00000
9.63265,-18.60959,1.00000
-21.64286,4.73151,0.00000
-4.45981,-17.70624,1.00000
7.26019,-13.50156,0.00000
-7.56330,-16.97401,1.00000
16.36408,0.18079,0.00000
16.08576,1.74601,0.00000
-5.04878,13.00903,1.00000
-3.86862,-12.95769,0.00000
22.36582,-3.67759,1.00000
-14.73784,-6.39185,1.00000
-21.79513,1.89238,0.00000
4.52725,-17.77013,1.00000
-5.08431,13.27570,1.00000
-20.35488,8.78167,0.00000
-3.32388,11.65603,1.00000
10.52889,14.28244,0.00000
16.92168,-13.44807,1.00000
18.13769,-10.73932,1.00000
-1.07074,-13.02430,0.00000
10.07169,0.82136,1.00000
2.03890,4.62503,0.00000
5.66479,-11.02022,0.00000
-6.21631,12.21763,1.00000
-11.64284,16.98217,0.00000
-16.82846,-3.14981,1.00000
-7.80641,11.49605,1.00000
-12.58791,-12.04273,1.00000
5.59941,-11.99031,0.00000
9.11023,15.57086,0.00000
-15.51271,-9.23273,1.00000
14.45409,-5.76916,0.00000
10.09439,5.53052,1.00000
11.28706,-16.37195,1.00000
3.43312,17.14906,0.00000
15.59246,-0.82094,0.00000
6.30858,16.06691,0.00000
-4.38712,3.67751,0.00000
-14.62430,14.42105,0.00000
-10.42208,-5.82993,0.00000
0.09929,11.97314,1.00000
-8.80078,1.68951,0.00000
-14.76843,0.79010,1.00000
7.17428,8.99829,1.00000
6.14358,-20.26192,1.00000
16.29307,-0.06061,0.00000
-5.40100,6.47570,0.00000
12.85293,-14.85480,1.00000
22.00280,-0.16383,1.00000
21.29593,-2.90358,1.00000
-6.85826,4.12299,0.00000
-1.32193,-11.89957,0.00000
8.65358,5.98681,1.00000
7.56731,-18.94406,1.00000
-14.26537,-0.53315,1.00000
12.21767,-6.06426,0.00000
-15.36420,-7.24999,1.00000
-5.91125,19.15812,0.00000
-21.48446,3.47800,0.00000
11.51665,-9.91193,0.00000
11.18052,3.07433,1.00000
-7.68956,4.93051,0.00000
-10.14123,9.43759,1.00000
-6.45880,-9.16055,0.00000
-16.84473,-1.15609,1.00000
-15.17007,5.06606,1.00000
-14.68302,-8.89423,1.00000
-0.23311,6.10309,0.00000
-10.82764,-13.44209,1.00000
3.95096,4.02756,0.00000
-13.30535,-11.23034,1.00000
-15.96552,13.78783,0.00000
20.32869,-6.71507,1.00000
-15.22531,2.21769,1.00000
0.78186,11.74662,1.00000
11.26580,-10.16174,0.00000
-6.37961,12.10008,1.00000
-0.82437,-12.58518,0.00000
-16.19505,-6.02844,1.00000
-9.02083,-16.05719,1.00000
-10.95339,-13.27591,1.00000
-7.14751,-17.01832,1.00000
-14.67223,-1.52651,1.00000
0.84282,12.64741,1.00000
-15.20513,-2.12306,1.00000
6.16264,17.01297,0.00000
-13.60003,13.02743,0.00000
14.38887,-5.24936,0.00000
-3.73574,18.00694,0.00000
-4.46652,-17.14279,1.00000
-2.29587,-18.00197,1.00000
17.45381,3.81316,0.00000
-18.82579,8.94383,0.00000
7.53915,-11.39336,0.00000
4.67867,-5.34642,1.00000
-3.72489,5.63061,0.00000
14.73587,-3.53161,0.00000
-6.51362,11.51146,1.00000
11.84451,-15.43393,1.00000
-21.94814,-1.13414,0.00000
4.03732,-19.09736,1.00000
-0.31296,-18.87959,1.00000
4.22469,12.66669,1.00000
4.71391,18.70829,0.00000
0.27515,-7.04666,1.00000
-5.48675,5.54297,0.00000
16.27303,7.48753,0.00000
-15.92606,-1.32589,1.00000
-3.20356,19.42647,0.00000
-0.79096,-20.02004,1.00000
-18.81101,8.20215,0.00000
-19.35388,9.16583,0.00000
14.12893,-13.80511,1.00000
-8.33736,17.72905,0.00000
-5.86587,-10.74035,0.00000
16.63561,-12.09446,1.00000
-7.33673,-9.27637,0.00000
-7.92442,-7.44655,0.00000
15.37224,-2.22820,0.00000
-5.02078,5.79960,0.00000
5.91871,-12.46279,0.00000
-20.46396,7.18182,0.00000
-8.55380,-2.22413,0.00000
7.67764,-4.42038,1.00000
-1.26556,20.00304,0.00000
15.09764,-1.08834,0.00000
-0.81316,18.32240,0.00000
-2.19708,13.74116,1.00000
2.74934,12.46657,1.00000
-1.35964,12.32411,1.00000
11.87613,10.39968,0.00000
22.15165,-3.65759,1.00000
14.37204,-5.21165,0.00000
-0.76288,-11.53685,0.00000
-12.00246,9.03063,1.00000
3.54909,17.59781,0.00000
16.44279,1.50189,0.00000
-9.51260,1.81734,0.00000
-4.70577,18.28851,0.00000
6.83807,7.34328,1.00000
8.22248,1.54130,1.00000
-9.11219,17.58427,0.00000
7.98106,-2.27763,1.00000
-8.56014,1.79817,0.00000
9.76850,-9.07034,0.00000
-11.18136,7.70013,1.00000
16.47776,-11.38195,1.00000
-11.32635,-12.92328,1.00000
14.61911,7.14359,0.00000
10.42720,14.61670,0.00000
17.16497,-10.94696,1.00000
3.67871,17.52327,0.00000
8.68800,17.20585,0.00000
-13.54921,-12.45574,1.00000
-16.67034,-1.83022,1.00000
21.29800,-3.17579,1.00000
15.59940,-11.39123,1.00000
